Airline,Origin,Dest,DepHour,flight_count
WN,HOU,ECP,15,49
WN,HOU,ECP,16,15
WN,HOU,ECP,17,13
WN,HOU,ECP,18,19
WN,HOU,ECP,20,78
WN,HOU,ELP,7,34
WN,HOU,ELP,8,263
WN,HOU,ELP,9,67
WN,HOU,ELP,13,64
WN,HOU,ELP,14,88
WN,HOU,ELP,15,100
WN,HOU,ELP,16,51
WN,HOU,ELP,20,80
WN,HOU,ELP,21,128
WN,HOU,ELP,22,129
WN,HOU,FLL,5,23
WN,HOU,FLL,6,186
WN,HOU,FLL,7,10
WN,HOU,FLL,8,14
WN,HOU,FLL,10,73
WN,HOU,FLL,11,43
WN,HOU,FLL,12,35
WN,HOU,FLL,13,35
WN,HOU,FLL,14,137
WN,HOU,FLL,15,52
WN,HOU,FLL,17,13
WN,HOU,FLL,18,71
WN,HOU,FLL,19,144
WN,HOU,FLL,20,131
WN,HOU,GSP,10,24
WN,HOU,GSP,11,34
WN,HOU,HRL,7,33
WN,HOU,HRL,8,228
WN,HOU,HRL,9,66
WN,HOU,HRL,10,23
WN,HOU,HRL,11,12
WN,HOU,HRL,12,122
WN,HOU,HRL,13,96
WN,HOU,HRL,14,82
WN,HOU,HRL,15,45
WN,HOU,HRL,16,93
WN,HOU,HRL,17,110
WN,HOU,HRL,18,81
WN,HOU,HRL,19,73
WN,HOU,HRL,20,51
WN,HOU,HRL,21,133
WN,HOU,HRL,22,93
WN,HOU,IND,8,32
WN,HOU,IND,9,33
WN,HOU,IND,10,42
WN,HOU,IND,12,26
WN,HOU,IND,13,67
WN,HOU,IND,14,50
WN,HOU,IND,15,53
WN,HOU,IND,16,23
WN,HOU,IND,17,14
WN,HOU,IND,18,10
WN,HOU,IND,20,88
WN,HOU,IND,21,27
WN,HOU,JAN,10,254
WN,HOU,JAN,11,89
WN,HOU,JAN,14,15
WN,HOU,JAN,15,37
WN,HOU,JAN,16,54
WN,HOU,JAN,17,26
WN,HOU,JAN,18,45
WN,HOU,JAN,19,163
WN,HOU,JAN,20,76
WN,HOU,JAN,21,50
WN,HOU,JAX,11,44
WN,HOU,JAX,12,64
WN,HOU,JAX,13,22
WN,HOU,JAX,14,96
WN,HOU,JAX,15,19
WN,HOU,JAX,16,19
WN,HOU,JAX,17,13
WN,HOU,JAX,19,48
WN,HOU,JAX,20,11
WN,HOU,LAS,5,92
WN,HOU,LAS,6,212
WN,HOU,LAS,7,103
WN,HOU,LAS,8,145
WN,HOU,LAS,9,131
WN,HOU,LAS,10,45
WN,HOU,LAS,11,104
WN,HOU,LAS,12,75
WN,HOU,LAS,13,165
WN,HOU,LAS,14,58
WN,HOU,LAS,15,94
WN,HOU,LAS,16,159
WN,HOU,LAS,17,91
WN,HOU,LAS,18,64
WN,HOU,LAS,19,86
WN,HOU,LAS,20,136
WN,HOU,LAS,21,113
WN,HOU,LAS,22,120
WN,HOU,LAX,5,118
WN,HOU,LAX,6,74
WN,HOU,LAX,7,94
WN,HOU,LAX,8,87
WN,HOU,LAX,9,42
WN,HOU,LAX,10,24
WN,HOU,LAX,11,25
WN,HOU,LAX,12,64
WN,HOU,LAX,13,97
WN,HOU,LAX,14,23
WN,HOU,LAX,15,82
WN,HOU,LAX,16,56
WN,HOU,LAX,17,22
WN,HOU,LAX,18,48
WN,HOU,LAX,20,88
WN,HOU,LAX,21,107
WN,HOU,LAX,22,131
WN,HOU,LBB,8,27
WN,HOU,LBB,9,27
WN,HOU,LBB,13,29
WN,HOU,LGA,5,33
WN,HOU,LGA,6,69
WN,HOU,LGA,7,55
WN,HOU,LGA,8,162
WN,HOU,LGA,9,23
WN,HOU,LGA,10,10
WN,HOU,LGA,11,223
WN,HOU,LGA,12,99
WN,HOU,LGA,13,118
WN,HOU,LGA,14,33
WN,HOU,LGA,17,75
WN,HOU,LGA,18,228
WN,HOU,LGA,19,51
WN,HOU,LGB,7,24
WN,HOU,LGB,8,206
WN,HOU,LGB,9,83
WN,HOU,LGB,12,15
WN,HOU,LGB,13,19
WN,HOU,LGB,15,24
WN,HOU,LGB,16,28
WN,HOU,LGB,17,69
WN,HOU,LGB,18,94
WN,HOU,LGB,19,56
WN,HOU,MAF,8,262
WN,HOU,MAF,9,82
WN,HOU,MAF,11,104
WN,HOU,MAF,12,106
WN,HOU,MAF,13,52
WN,HOU,MAF,14,57
WN,HOU,MAF,15,78
WN,HOU,MAF,16,117
WN,HOU,MAF,17,65
WN,HOU,MAF,18,40
WN,HOU,MAF,19,13
WN,HOU,MAF,20,47
WN,HOU,MAF,21,141
WN,HOU,MAF,22,126
WN,HOU,MCI,6,43
WN,HOU,MCI,7,57
WN,HOU,MCI,8,201
WN,HOU,MCI,9,61
WN,HOU,MCI,12,13
WN,HOU,MCI,14,100
WN,HOU,MCI,15,143
WN,HOU,MCI,16,36
WN,HOU,MCI,18,29
WN,HOU,MCI,20,37
WN,HOU,MCI,21,196
WN,HOU,MCI,22,76
WN,HOU,MCO,5,184
WN,HOU,MCO,6,183
WN,HOU,MCO,7,133
WN,HOU,MCO,8,139
WN,HOU,MCO,9,49
WN,HOU,MCO,10,102
WN,HOU,MCO,11,77
WN,HOU,MCO,12,123
WN,HOU,MCO,13,79
WN,HOU,MCO,14,51
WN,HOU,MCO,15,126
WN,HOU,MCO,16,117
WN,HOU,MCO,17,111
WN,HOU,MCO,18,138
WN,HOU,MCO,19,137
WN,HOU,MCO,20,143
WN,HOU,MCO,21,28
WN,HOU,MDW,5,171
WN,HOU,MDW,6,123
WN,HOU,MDW,7,140
WN,HOU,MDW,8,147
WN,HOU,MDW,9,46
WN,HOU,MDW,10,12
WN,HOU,MDW,11,133
WN,HOU,MDW,13,119
WN,HOU,MDW,14,82
WN,HOU,MDW,15,97
WN,HOU,MDW,16,122
WN,HOU,MDW,17,78
WN,HOU,MDW,18,101
WN,HOU,MDW,19,48
WN,HOU,MDW,20,140
WN,HOU,MDW,21,111
WN,HOU,MDW,22,52
WN,HOU,MEM,10,126
WN,HOU,MEM,11,111
WN,HOU,MEM,12,35
WN,HOU,MEM,13,30
WN,HOU,MEM,14,15
WN,HOU,MEM,15,37
WN,HOU,MEM,16,33
WN,HOU,MEM,17,21
WN,HOU,MEM,18,67
WN,HOU,MEM,19,143
WN,HOU,MEM,20,83
WN,HOU,MEM,21,25
WN,HOU,MIA,7,22
WN,HOU,MIA,8,74
WN,HOU,MIA,10,107
WN,HOU,MIA,11,30
WN,HOU,MIA,12,26
WN,HOU,MIA,13,29
WN,HOU,MIA,14,104
WN,HOU,MIA,15,13
WN,HOU,MIA,17,24
WN,HOU,MIA,18,18
WN,HOU,MIA,19,152
WN,HOU,MIA,20,50
WN,HOU,MSY,5,30
WN,HOU,MSY,6,186
WN,HOU,MSY,7,115
WN,HOU,MSY,8,276
WN,HOU,MSY,9,40
WN,HOU,MSY,10,93
WN,HOU,MSY,11,127
WN,HOU,MSY,12,136
WN,HOU,MSY,13,67
WN,HOU,MSY,14,209
WN,HOU,MSY,15,84
WN,HOU,MSY,16,126
WN,HOU,MSY,17,116
WN,HOU,MSY,18,165
WN,HOU,MSY,19,75
WN,HOU,MSY,20,158
WN,HOU,MSY,21,124
WN,HOU,MSY,22,121
WN,HOU,OAK,5,31
WN,HOU,OAK,6,77
WN,HOU,OAK,7,15
WN,HOU,OAK,8,32
WN,HOU,OAK,9,33
WN,HOU,OAK,10,18
WN,HOU,OAK,13,21
WN,HOU,OAK,14,14
WN,HOU,OAK,15,12
WN,HOU,OAK,18,14
WN,HOU,OAK,19,137
WN,HOU,OAK,20,65
WN,HOU,OKC,7,29
WN,HOU,OKC,8,236
WN,HOU,OKC,9,97
WN,HOU,OKC,11,17
WN,HOU,OKC,12,122
WN,HOU,OKC,13,109
WN,HOU,OKC,14,41
WN,HOU,OKC,15,49
WN,HOU,OKC,16,180
WN,HOU,OKC,17,65
WN,HOU,OKC,18,21
WN,HOU,OKC,20,83
WN,HOU,OKC,21,145
WN,HOU,OKC,22,129
WN,HOU,OMA,8,84
WN,HOU,OMA,9,33
WN,HOU,OMA,11,17
WN,HOU,OMA,12,23
WN,HOU,OMA,13,47
WN,HOU,OMA,14,57
WN,HOU,OMA,15,45
WN,HOU,OMA,16,34
WN,HOU,OMA,17,13
WN,HOU,OMA,18,12
WN,HOU,ONT,8,51
WN,HOU,ONT,9,42
WN,HOU,ONT,10,34
WN,HOU,ONT,11,16
WN,HOU,ONT,13,124
WN,HOU,ONT,14,32
WN,HOU,ONT,15,13
WN,HOU,ONT,16,28
WN,HOU,PHX,5,145
WN,HOU,PHX,6,138
WN,HOU,PHX,7,97
WN,HOU,PHX,8,208
WN,HOU,PHX,9,109
WN,HOU,PHX,10,14
WN,HOU,PHX,11,146
WN,HOU,PHX,12,74
WN,HOU,PHX,13,76
WN,HOU,PHX,14,180
WN,HOU,PHX,15,92
WN,HOU,PHX,16,154
WN,HOU,PHX,17,103
WN,HOU,PHX,18,102
WN,HOU,PHX,19,73
WN,HOU,PHX,20,140
WN,HOU,PHX,21,97
WN,HOU,PHX,22,146
WN,HOU,PIT,10,13
WN,HOU,PIT,11,24
WN,HOU,PIT,12,10
WN,HOU,PIT,13,101
WN,HOU,PIT,14,61
WN,HOU,PIT,15,33
WN,HOU,PIT,16,59
WN,HOU,PIT,17,23
WN,HOU,PNS,11,48
WN,HOU,PNS,12,17
WN,HOU,PNS,13,24
WN,HOU,PNS,14,109
WN,HOU,PNS,16,66
WN,HOU,PNS,19,27
WN,HOU,PNS,20,77
WN,HOU,RDU,12,16
WN,HOU,RDU,14,136
WN,HOU,RDU,15,91
WN,HOU,RDU,16,58
WN,HOU,RSW,14,15
WN,HOU,RSW,15,12
WN,HOU,SAN,6,106
WN,HOU,SAN,7,50
WN,HOU,SAN,8,75
WN,HOU,SAN,9,99
WN,HOU,SAN,11,23
WN,HOU,SAN,12,21
WN,HOU,SAN,13,71
WN,HOU,SAN,14,28
WN,HOU,SAN,15,11
WN,HOU,SAN,16,48
WN,HOU,SAN,17,40
WN,HOU,SAN,18,64
WN,HOU,SAN,19,39
WN,HOU,SAN,20,35
WN,HOU,SAN,21,78
WN,HOU,SAT,7,15
WN,HOU,SAT,8,295
WN,HOU,SAT,9,49
WN,HOU,SAT,10,153
WN,HOU,SAT,11,116
WN,HOU,SAT,12,43
WN,HOU,SAT,13,24
WN,HOU,SAT,14,128
WN,HOU,SAT,15,89
WN,HOU,SAT,16,23
WN,HOU,SAT,17,71
WN,HOU,SAT,18,46
WN,HOU,SAT,19,126
WN,HOU,SAT,20,143
WN,HOU,SAT,21,166
WN,HOU,SAT,22,129
WN,HOU,SAV,11,41
WN,HOU,SAV,12,45
WN,HOU,SAV,14,27
WN,HOU,SAV,15,32
WN,HOU,SAV,18,13
WN,HOU,SAV,19,47
WN,HOU,SAV,20,17
WN,HOU,SDF,11,69
WN,HOU,SDF,12,10
WN,HOU,SDF,13,32
WN,HOU,SDF,14,71
WN,HOU,SDF,15,82
WN,HOU,SDF,16,53
WN,HOU,SDF,18,14
WN,HOU,SJC,8,131
WN,HOU,SJC,9,18
WN,HOU,SJC,10,10
WN,HOU,SJC,12,47
WN,HOU,SJC,13,17
WN,HOU,SJC,14,64
WN,HOU,SJC,15,40
WN,HOU,SJC,16,12
WN,HOU,SJC,18,14
WN,HOU,SJU,10,42
WN,HOU,SJU,11,61
WN,HOU,SLC,7,26
WN,HOU,SLC,8,131
WN,HOU,SLC,9,52
WN,HOU,SLC,12,47
WN,HOU,SLC,13,59
WN,HOU,SLC,14,13
WN,HOU,SLC,15,22
WN,HOU,SLC,18,16
WN,HOU,SMF,10,19
WN,HOU,SMF,11,51
WN,HOU,SMF,12,53
WN,HOU,SMF,13,20
WN,HOU,SMF,14,64
WN,HOU,SMF,15,25
WN,HOU,SMF,16,14
WN,HOU,SMF,17,34
WN,HOU,SMF,18,25
WN,HOU,SMF,20,25
WN,HOU,SMF,21,24
WN,HOU,SRQ,10,52
WN,HOU,SRQ,12,23
WN,HOU,SRQ,13,12
WN,HOU,SRQ,18,30
WN,HOU,SRQ,19,64
WN,HOU,SRQ,20,22
WN,HOU,SRQ,21,12
WN,HOU,STL,5,299
WN,HOU,STL,6,52
WN,HOU,STL,7,98
WN,HOU,STL,8,82
WN,HOU,STL,9,28
WN,HOU,STL,10,89
WN,HOU,STL,11,28
WN,HOU,STL,12,29
WN,HOU,STL,13,80
WN,HOU,STL,14,91
WN,HOU,STL,15,56
WN,HOU,STL,16,74
WN,HOU,STL,17,49
WN,HOU,STL,18,121
WN,HOU,STL,19,106
WN,HOU,STL,20,81
WN,HOU,STL,21,131
WN,HOU,STL,22,40
WN,HOU,TPA,5,119
WN,HOU,TPA,6,126
WN,HOU,TPA,7,26
WN,HOU,TPA,10,222
WN,HOU,TPA,11,95
WN,HOU,TPA,12,11
WN,HOU,TPA,13,19
WN,HOU,TPA,14,16
WN,HOU,TPA,16,16
WN,HOU,TPA,17,17
WN,HOU,TPA,18,48
WN,HOU,TPA,19,139
WN,HOU,TPA,20,157
WN,HOU,TUL,8,221
WN,HOU,TUL,9,39
WN,HOU,TUL,13,37
WN,HOU,TUL,14,21
WN,HOU,TUL,15,14
WN,HOU,TUL,17,15
WN,HOU,TUL,19,26
WN,HOU,TUL,20,44
WN,HOU,TUL,21,98
WN,HOU,TUL,22,147
WN,HOU,TUS,8,51
WN,HOU,TUS,9,12
WN,HOU,TUS,11,23
WN,HOU,TUS,13,62
WN,HOU,TUS,15,53
WN,HOU,TUS,16,20
WN,HOU,TUS,21,91
WN,HOU,TUS,22,31
WN,HOU,VPS,11,17
WN,HOU,VPS,15,155
WN,HOU,VPS,16,75
WN,HOU,VPS,17,39
WN,HOU,VPS,19,16
WN,HRL,AUS,6,53
WN,HRL,AUS,7,61
WN,HRL,AUS,8,53
WN,HRL,AUS,10,79
WN,HRL,AUS,11,43
WN,HRL,AUS,12,29
WN,HRL,AUS,13,25
WN,HRL,AUS,14,11
WN,HRL,AUS,17,130
WN,HRL,AUS,18,125
WN,HRL,AUS,19,10
WN,HRL,DAL,7,18
WN,HRL,DAL,8,14
WN,HRL,DAL,9,24
WN,HRL,DAL,11,56
WN,HRL,DAL,12,79
WN,HRL,DAL,14,27
WN,HRL,DAL,16,13
WN,HRL,DAL,17,21
WN,HRL,HOU,5,68
WN,HRL,HOU,6,262
WN,HRL,HOU,7,31
WN,HRL,HOU,9,10
WN,HRL,HOU,10,181
WN,HRL,HOU,11,120
WN,HRL,HOU,12,22
WN,HRL,HOU,14,149
WN,HRL,HOU,15,86
WN,HRL,HOU,16,76
WN,HRL,HOU,17,18
WN,HRL,HOU,18,69
WN,HRL,HOU,19,156
WN,HRL,HOU,20,83
WN,IAD,DEN,5,39
WN,IAD,DEN,6,173
WN,IAD,DEN,7,54
WN,IAD,DEN,9,19
WN,IAD,DEN,12,33
WN,IAD,DEN,13,42
WN,IAD,DEN,14,74
WN,IAD,DEN,15,76
WN,IAD,DEN,16,58
WN,IAD,DEN,17,80
WN,IAD,DEN,18,93
WN,IAD,DEN,19,59
WN,IAD,DEN,20,57
WN,IAD,PHX,14,13
WN,IAD,PHX,15,71
WN,IAD,PHX,16,55
WN,IAD,PHX,17,84
WN,IAD,PHX,18,21
WN,IAH,BNA,7,169
WN,IAH,BNA,8,32
WN,IAH,BNA,11,136
WN,IAH,BNA,14,29
WN,IAH,BNA,15,25
WN,IAH,BNA,16,86
WN,IAH,BNA,17,32
WN,IAH,DAL,5,88
WN,IAH,DAL,6,106
WN,IAH,DAL,7,17
WN,IAH,DAL,12,28
WN,IAH,DAL,13,47
WN,IAH,DAL,14,83
WN,IAH,DAL,15,34
WN,IAH,DAL,17,30
WN,IAH,DAL,18,140
WN,IAH,DEN,5,19
WN,IAH,DEN,6,186
WN,IAH,DEN,11,15
WN,IAH,DEN,12,106
WN,IAH,DEN,15,32
WN,IAH,DEN,18,38
WN,IAH,DEN,19,104
WN,IAH,LAS,6,98
WN,IAH,LAS,7,86
WN,IAH,LAS,10,17
WN,IAH,LAS,12,30
WN,IAH,LAS,13,69
WN,IAH,LAS,14,42
WN,IAH,LAS,15,31
WN,IAH,LAS,17,82
WN,IAH,LAS,18,12
WN,IAH,LAS,19,30
WN,IAH,MCO,9,19
WN,IAH,MCO,10,18
WN,IAH,MCO,13,38
WN,IAH,MCO,14,119
WN,IAH,MDW,8,39
WN,IAH,MDW,9,45
WN,IAH,MDW,10,22
WN,IAH,MDW,11,65
WN,IAH,MDW,13,75
WN,IAH,MDW,14,28
WN,IAH,MDW,15,75
WN,IAH,MDW,16,45
WN,ICT,DEN,6,93
WN,ICT,DEN,7,179
WN,ICT,DEN,8,69
WN,ICT,DEN,9,18
WN,ICT,DEN,12,39
WN,ICT,DEN,13,25
WN,ICT,DEN,14,92
WN,ICT,DEN,15,71
WN,ICT,DEN,17,10
WN,ICT,DEN,20,10
WN,ICT,LAS,11,11
WN,ICT,LAS,12,229
WN,ICT,LAS,13,27
WN,ICT,LAS,14,57
WN,ICT,LAS,16,18
WN,ICT,PHX,11,19
WN,ICT,PHX,12,27
WN,ICT,PHX,13,38
WN,ICT,PHX,14,14
WN,ICT,STL,5,96
WN,ICT,STL,6,250
WN,ICT,STL,7,18
WN,ICT,STL,15,31
WN,ICT,STL,16,68
WN,ICT,STL,17,134
WN,ICT,STL,18,82
WN,IND,ATL,5,65
WN,IND,ATL,6,74
WN,IND,ATL,7,84
WN,IND,ATL,8,128
WN,IND,ATL,11,10
WN,IND,ATL,12,36
WN,IND,ATL,13,55
WN,IND,ATL,14,28
WN,IND,ATL,16,60
WN,IND,ATL,17,27
WN,IND,ATL,18,57
WN,IND,ATL,19,107
WN,IND,ATL,20,85
WN,IND,AUS,6,47
WN,IND,AUS,7,35
WN,IND,AUS,8,72
WN,IND,AUS,9,34
WN,IND,AUS,10,22
WN,IND,AUS,11,51
WN,IND,AUS,12,34
WN,IND,AUS,13,16
WN,IND,AUS,14,64
WN,IND,AUS,15,37
WN,IND,AUS,16,45
WN,IND,AUS,17,42
WN,IND,AUS,18,17
WN,IND,BWI,5,136
WN,IND,BWI,6,127
WN,IND,BWI,7,60
WN,IND,BWI,8,33
WN,IND,BWI,9,82
WN,IND,BWI,10,87
WN,IND,BWI,11,46
WN,IND,BWI,12,46
WN,IND,BWI,13,77
WN,IND,BWI,14,58
WN,IND,BWI,15,93
WN,IND,BWI,16,24
WN,IND,BWI,17,43
WN,IND,BWI,18,95
WN,IND,BWI,19,94
WN,IND,BWI,20,26
WN,IND,BWI,21,59
WN,IND,DAL,6,84
WN,IND,DAL,7,168
WN,IND,DAL,8,47
WN,IND,DAL,9,19
WN,IND,DAL,11,12
WN,IND,DAL,14,12
WN,IND,DAL,16,18
WN,IND,DAL,17,131
WN,IND,DAL,18,103
WN,IND,DAL,19,45
WN,IND,DAL,20,17
WN,IND,DEN,5,22
WN,IND,DEN,6,223
WN,IND,DEN,7,72
WN,IND,DEN,8,43
WN,IND,DEN,9,64
WN,IND,DEN,10,134
WN,IND,DEN,11,95
WN,IND,DEN,12,57
WN,IND,DEN,13,126
WN,IND,DEN,14,63
WN,IND,DEN,15,16
WN,IND,DEN,16,135
WN,IND,DEN,17,94
WN,IND,DEN,18,36
WN,IND,DEN,19,87
WN,IND,DEN,20,103
WN,IND,DEN,21,94
WN,IND,ECP,13,34
WN,IND,FLL,5,22
WN,IND,FLL,6,44
WN,IND,FLL,7,10
WN,IND,FLL,8,61
WN,IND,FLL,9,65
WN,IND,FLL,11,22
WN,IND,FLL,12,65
WN,IND,FLL,13,43
WN,IND,FLL,14,21
WN,IND,FLL,15,28
WN,IND,FLL,16,20
WN,IND,FLL,17,17
WN,IND,FLL,18,16
WN,IND,HOU,5,71
WN,IND,HOU,6,41
WN,IND,HOU,8,59
WN,IND,HOU,10,55
WN,IND,HOU,11,22
WN,IND,HOU,12,13
WN,IND,HOU,13,53
WN,IND,HOU,16,27
WN,IND,HOU,17,27
WN,IND,HOU,19,57
WN,IND,HOU,20,15
WN,IND,LAS,6,188
WN,IND,LAS,7,134
WN,IND,LAS,8,18
WN,IND,LAS,10,53
WN,IND,LAS,11,89
WN,IND,LAS,12,90
WN,IND,LAS,13,38
WN,IND,LAS,14,37
WN,IND,LAS,15,21
WN,IND,LAS,16,79
WN,IND,LAS,17,80
WN,IND,LAS,18,41
WN,IND,LAS,19,100
WN,IND,LAS,20,43
WN,IND,LAS,21,16
WN,IND,MCI,7,49
WN,IND,MCI,9,26
WN,IND,MCI,10,73
WN,IND,MCI,12,75
WN,IND,MCI,13,21
WN,IND,MCI,14,51
WN,IND,MCI,15,54
WN,IND,MCO,5,242
WN,IND,MCO,6,78
WN,IND,MCO,7,48
WN,IND,MCO,8,36
WN,IND,MCO,9,58
WN,IND,MCO,10,201
WN,IND,MCO,11,51
WN,IND,MCO,12,40
WN,IND,MCO,13,45
WN,IND,MCO,14,80
WN,IND,MCO,15,103
WN,IND,MCO,16,64
WN,IND,MCO,17,92
WN,IND,MCO,18,43
WN,IND,MCO,19,75
WN,IND,MCO,20,88
WN,IND,MCO,21,123
WN,IND,MCO,22,18
WN,IND,MIA,8,20
WN,IND,PHX,5,102
WN,IND,PHX,6,150
WN,IND,PHX,7,52
WN,IND,PHX,8,29
WN,IND,PHX,9,14
WN,IND,PHX,10,25
WN,IND,PHX,12,14
WN,IND,PHX,13,50
WN,IND,PHX,14,29
WN,IND,PHX,16,111
WN,IND,PHX,17,94
WN,IND,PHX,18,75
WN,IND,PHX,19,48
WN,IND,PHX,20,36
WN,IND,RSW,5,22
WN,IND,RSW,6,76
WN,IND,RSW,7,69
WN,IND,RSW,8,55
WN,IND,RSW,9,12
WN,IND,RSW,10,24
WN,IND,RSW,11,27
WN,IND,RSW,12,64
WN,IND,RSW,13,51
WN,IND,RSW,14,32
WN,IND,RSW,15,33
WN,IND,RSW,16,31
WN,IND,RSW,18,100
WN,IND,RSW,19,21
WN,IND,RSW,20,61
WN,IND,RSW,21,23
WN,IND,SAN,9,11
WN,IND,SAN,11,17
WN,IND,SAN,15,26
WN,IND,SRQ,7,21
WN,IND,SRQ,9,16
WN,IND,SRQ,10,10
WN,IND,SRQ,13,20
WN,IND,SRQ,14,18
WN,IND,SRQ,15,31
WN,IND,TPA,5,106
WN,IND,TPA,6,124
WN,IND,TPA,7,63
WN,IND,TPA,8,24
WN,IND,TPA,9,28
WN,IND,TPA,10,49
WN,IND,TPA,11,10
WN,IND,TPA,12,46
WN,IND,TPA,13,47
WN,IND,TPA,14,14
WN,IND,TPA,16,34
WN,IND,TPA,18,38
WN,IND,TPA,19,94
WN,IND,TPA,20,104
WN,IND,TPA,21,61
WN,ISP,BWI,5,115
WN,ISP,BWI,6,249
WN,ISP,BWI,8,22
WN,ISP,BWI,9,33
WN,ISP,BWI,10,116
WN,ISP,BWI,11,127
WN,ISP,BWI,12,142
WN,ISP,BWI,13,27
WN,ISP,BWI,14,78
WN,ISP,BWI,15,17
WN,ISP,BWI,16,92
WN,ISP,BWI,17,169
WN,ISP,BWI,18,45
WN,ISP,BWI,19,17
WN,ISP,FLL,10,15
WN,ISP,MCO,5,66
WN,ISP,MCO,6,63
WN,ISP,MCO,7,91
WN,ISP,MCO,8,18
WN,ISP,MCO,9,18
WN,ISP,MCO,10,10
WN,ISP,MCO,11,66
WN,ISP,MCO,12,26
WN,ISP,MCO,13,77
WN,ISP,MCO,14,17
WN,ISP,MCO,15,71
WN,ISP,MCO,16,81
WN,ISP,MCO,17,32
WN,ISP,MCO,18,39
WN,ISP,MIA,10,26
WN,ISP,PBI,5,41
WN,ISP,PBI,6,139
WN,ISP,PBI,7,70
WN,ISP,PBI,8,13
WN,ISP,PBI,10,50
WN,ISP,PBI,11,28
WN,ISP,PBI,12,27
WN,ISP,PBI,13,42
WN,ISP,PBI,14,40
WN,ISP,PBI,15,34
WN,ISP,PBI,16,15
WN,ISP,PBI,17,68
WN,ISP,PBI,18,43
WN,ISP,PBI,19,63
WN,ISP,TPA,8,25
WN,ISP,TPA,10,12
WN,ISP,TPA,11,21
WN,ISP,TPA,12,23
WN,ISP,TPA,13,34
WN,ISP,TPA,14,10
WN,ISP,TPA,16,12
WN,ITO,HNL,6,362
WN,ITO,HNL,8,297
WN,ITO,HNL,9,67
WN,ITO,HNL,12,125
WN,ITO,HNL,13,228
WN,ITO,HNL,14,12
WN,ITO,HNL,16,272
WN,ITO,HNL,17,92
WN,ITO,HNL,19,359
WN,JAN,ATL,7,139
WN,JAN,ATL,12,25
WN,JAN,ATL,13,17
WN,JAN,ATL,14,105
WN,JAN,ATL,15,85
WN,JAN,ATL,16,67
WN,JAN,ATL,17,25
WN,JAN,ATL,18,76
WN,JAN,ATL,19,24
WN,JAN,BWI,9,62
WN,JAN,BWI,10,48
WN,JAN,BWI,11,16
WN,JAN,BWI,12,129
WN,JAN,BWI,13,50
WN,JAN,HOU,5,95
WN,JAN,HOU,6,266
WN,JAN,HOU,10,18
WN,JAN,HOU,12,88
WN,JAN,HOU,13,35
WN,JAN,HOU,14,13
WN,JAN,HOU,16,46
WN,JAN,HOU,17,37
WN,JAN,HOU,18,58
WN,JAN,HOU,19,74
WN,JAN,HOU,20,92
WN,JAX,ATL,5,94
WN,JAX,ATL,6,211
WN,JAX,ATL,7,38
WN,JAX,ATL,11,15
WN,JAX,ATL,12,58
WN,JAX,ATL,16,35
WN,JAX,ATL,17,107
WN,JAX,ATL,18,117
WN,JAX,ATL,19,23
WN,JAX,ATL,20,40
WN,JAX,BNA,6,209
WN,JAX,BNA,7,126
WN,JAX,BNA,8,25
WN,JAX,BNA,11,24
WN,JAX,BNA,12,82
WN,JAX,BNA,13,33
WN,JAX,BNA,14,37
WN,JAX,BNA,17,32
WN,JAX,BNA,18,33
WN,JAX,BNA,19,69
WN,JAX,BNA,20,118
WN,JAX,BNA,21,97
WN,JAX,BWI,6,68
WN,JAX,BWI,7,224
WN,JAX,BWI,8,68
WN,JAX,BWI,10,48
WN,JAX,BWI,11,219
WN,JAX,BWI,12,85
WN,JAX,BWI,13,40
WN,JAX,BWI,14,77
WN,JAX,BWI,15,112
WN,JAX,BWI,16,57
WN,JAX,BWI,17,111
WN,JAX,BWI,18,141
WN,JAX,BWI,19,128
WN,JAX,DAL,10,13
WN,JAX,DAL,11,32
WN,JAX,DAL,12,24
WN,JAX,DAL,14,28
WN,JAX,DAL,15,29
WN,JAX,DEN,6,25
WN,JAX,DEN,8,64
WN,JAX,DEN,11,30
WN,JAX,DEN,12,72
WN,JAX,DEN,13,40
WN,JAX,DEN,15,24
WN,JAX,DEN,16,76
WN,JAX,DEN,18,21
WN,JAX,HOU,5,64
WN,JAX,HOU,6,21
WN,JAX,HOU,11,27
WN,JAX,HOU,12,14
WN,JAX,HOU,13,53
WN,JAX,HOU,14,81
WN,JAX,HOU,16,24
WN,JAX,HOU,18,14
WN,JAX,HOU,20,15
WN,JAX,MDW,5,13
WN,JAX,MDW,7,67
WN,JAX,MDW,10,15
WN,JAX,MDW,12,56
WN,JAX,MDW,13,40
WN,JAX,MDW,14,43
WN,JAX,MDW,15,47
WN,JAX,MDW,16,57
WN,JAX,MDW,17,53
WN,JAX,MDW,18,13
WN,JAX,MDW,20,16
WN,JAX,STL,8,16
WN,JAX,STL,11,45
WN,JAX,STL,12,99
WN,JAX,STL,13,53
WN,JAX,STL,15,17
WN,JAX,STL,16,31
WN,JAX,STL,17,64
WN,JAX,STL,19,25
WN,KOA,HNL,6,361
WN,KOA,HNL,7,60
WN,KOA,HNL,8,300
WN,KOA,HNL,10,353
WN,KOA,HNL,11,10
WN,KOA,HNL,12,66
WN,KOA,HNL,13,297
WN,KOA,HNL,15,123
WN,KOA,HNL,16,162
WN,KOA,HNL,17,78
WN,KOA,HNL,18,230
WN,KOA,HNL,19,134
