Origin,Dest,typical_distance,typical_hour
CLT,AUS,1032,15
CLT,AVL,91,16
CLT,AVP,509,15
CLT,BDL,644,14
CLT,BGR,921,11
CLT,BHM,350,15
CLT,BNA,328,14
CLT,BOS,728,14
CLT,BTR,675,14
CLT,BTV,761,16
CLT,BUF,546,14
CLT,BWI,361,15
CLT,BZN,1736,9
CLT,CAE,88,18
CLT,CAK,394,16
CLT,CHA,241,18
CLT,CHO,245,13
CLT,CHS,168,14
CLT,CID,742,21
CLT,CLE,430,16
CLT,CMH,347,16
CLT,CRW,221,16
CLT,CVG,335,15
CLT,DAB,416,15
CLT,DAL,926,9
CLT,DAY,370,16
CLT,DCA,331,15
CLT,DEN,1337,16
CLT,DFW,936,13
CLT,DSM,815,16
CLT,DTW,500,13
CLT,ECP,437,13
CLT,EVV,414,16
CLT,EWN,221,18
CLT,EWR,529,14
CLT,EYW,736,12
CLT,FAY,118,16
CLT,FLL,632,14
CLT,FWA,460,15
CLT,GEG,2060,19
CLT,GNV,388,18
CLT,GPT,577,15
CLT,GRR,583,14
CLT,GSO,83,16
CLT,GSP,75,15
CLT,HHH,207,13
CLT,HOU,920,13
CLT,HPN,564,14
CLT,HSV,333,18
CLT,IAD,322,13
CLT,IAH,912,14
CLT,ILM,185,14
CLT,IND,427,16
CLT,JAC,1685,9
CLT,JAN,562,17
CLT,JAX,328,16
CLT,JFK,541,13
CLT,LAS,1916,14
CLT,LAX,2125,15
CLT,LEX,281,16
CLT,LFT,729,20
CLT,LGA,544,14
CLT,LIT,640,14
CLT,MCI,808,14
CLT,MCO,468,14
CLT,MDT,413,15
CLT,MDW,584,13
CLT,MEM,511,16
CLT,MHT,737,14
CLT,MIA,650,13
CLT,MKE,651,16
CLT,MLB,490,15
CLT,MLI,674,14
CLT,MSN,708,14
CLT,MSP,930,13
CLT,MSY,651,14
CLT,MVY,704,11
CLT,MYR,157,14
CLT,OAJ,191,18
CLT,OKC,940,15
CLT,OMA,913,15
CLT,ONT,2078,18
CLT,ORD,599,13
CLT,ORF,290,15
CLT,PBI,590,13
CLT,PDX,2282,18
CLT,PHL,449,15
CLT,PHX,1773,14
CLT,PIA,607,15
CLT,PIT,366,14
CLT,PNS,488,15
CLT,PVD,683,14
CLT,PWM,813,13
CLT,RAP,1322,9
CLT,RDU,130,14
CLT,RIC,257,15
CLT,ROA,155,9
CLT,ROC,573,14
CLT,RSW,600,14
CLT,SAN,2077,11
CLT,SAT,1095,15
CLT,SAV,213,15
CLT,SBN,534,15
CLT,SDF,335,16
CLT,SEA,2279,16
CLT,SFO,2296,17
CLT,SGF,708,16
CLT,SHV,764,13
CLT,SJU,1475,11
CLT,SLC,1727,18
CLT,SMF,2244,18
CLT,SNA,2099,18
CLT,SRQ,547,14
CLT,STL,575,14
CLT,STT,1520,9
CLT,STX,1562,11
CLT,SYR,603,14
CLT,TLH,386,18
CLT,TPA,507,13
CLT,TRI,119,13
CLT,TTN,484,10
CLT,TUL,842,15
CLT,TVC,702,11
CLT,TYS,177,14
CLT,VPS,460,14
CLT,XNA,754,16
CMH,ATL,447,11
CMH,AUS,1073,11
CMH,BNA,337,11
CMH,BOS,640,11
CMH,BWI,337,11
CMH,CID,479,9
CMH,CLT,347,11
CMH,DAL,919,15
CMH,DCA,323,13
CMH,DEN,1154,12
CMH,DFW,926,11
CMH,DTW,155,13
CMH,EUG,2072,14
CMH,EWR,463,10
CMH,FLL,973,9
CMH,HOU,1000,13
CMH,IAD,299,10
CMH,IAH,986,7
CMH,JFK,483,12
CMH,LAS,1771,15
CMH,LAX,1995,15
CMH,LGA,479,11
CMH,MCI,632,12
CMH,MCO,802,14
CMH,MDW,283,13
CMH,MIA,990,7
CMH,MSP,626,12
CMH,MSY,806,11
CMH,MYR,488,11
CMH,OMA,689,12
CMH,ORD,296,10
CMH,PDX,2034,12
CMH,PHL,406,11
CMH,PHX,1670,7
CMH,RSW,930,13
CMH,SAN,1964,17
CMH,SEA,2016,18
CMH,SFO,2120,15
CMH,SLC,1528,8
CMH,SRQ,869,10
CMH,STL,409,12
CMH,TPA,829,14
CMH,TYS,295,12
CMI,DFW,693,14
CMI,ORD,135,6
CMX,ORD,360,10
CNY,DEN,283,18
COD,DEN,391,13
COS,ATL,1184,6
COS,BWI,1503,13
COS,DAL,602,11
COS,DEN,73,11
COS,DFW,592,10
COS,HOU,829,10
COS,IAH,809,7
COS,LAS,604,13
COS,LGB,825,12
COS,MDW,917,13
COS,MSP,725,11
COS,ORD,911,12
COS,PHX,551,12
COS,SAN,816,12
COS,SAT,732,14
COS,SLC,411,8
COU,DFW,490,12
COU,ORD,315,6
CPR,DEN,230,11
CPR,SLC,320,5
CRP,DAL,352,12
CRP,DFW,354,12
CRP,HOU,187,11
CRP,IAH,201,7
CRW,ATL,363,12
CRW,CLT,221,11
CRW,DCA,249,5
CRW,ORD,416,14
CSG,ATL,83,12
CVG,ATL,373,11
CVG,AUS,958,8
CVG,AZA,1553,10
CVG,BNA,230,13
CVG,BOS,752,11
CVG,BWI,430,7
CVG,CHS,497,12
CVG,CLT,335,12
CVG,DCA,411,12
CVG,DEN,1069,11
CVG,DFW,812,11
CVG,DTW,229,11
CVG,EWR,569,12
CVG,EYW,1013,8
CVG,FLL,932,8
CVG,IAD,388,10
CVG,IAH,871,7
CVG,JAX,613,12
CVG,JFK,589,12
CVG,LAS,1678,8
CVG,LAX,1900,6
CVG,LGA,585,10
CVG,MCI,539,13
CVG,MCO,757,12
CVG,MDW,249,8
CVG,MIA,948,8
CVG,MLB,789,14
CVG,MSP,596,11
CVG,MSY,701,16
CVG,MYR,489,13
CVG,ORD,264,11
CVG,ORF,485,10
CVG,PBI,892,12
CVG,PGD,850,9
CVG,PHL,507,12
CVG,PHX,1569,13
CVG,PIE,776,12
CVG,PNS,608,9
CVG,PVD,722,17
CVG,PWM,810,12
CVG,RDU,390,19
CVG,RSW,879,14
CVG,SAV,515,16
CVG,SEA,1965,18
CVG,SFB,735,12
CVG,SLC,1450,8
CVG,SRQ,812,12
CVG,TPA,773,14
CVG,TYS,226,10
CVG,VPS,600,15
CWA,MSP,175,7
CYS,DEN,90,6
DAB,ATL,366,11
DAB,CLT,416,12
DAB,DCA,705,11
DAB,DFW,981,16
DAB,DTW,908,12
DAB,LGA,897,16
DAL,ABQ,580,14
DAL,AMA,323,15
DAL,ATL,721,12
DAL,AUS,189,13
DAL,BHM,587,14
DAL,BNA,623,14
DAL,BOI,1282,14
DAL,BOS,1554,12
DAL,BUF,1206,11
DAL,BUR,1243,17
DAL,BWI,1209,12
DAL,BZN,1172,11
DAL,CHS,977,13
DAL,CLT,926,15
DAL,CMH,919,14
DAL,COS,602,15
DAL,CRP,352,14
DAL,DCA,1184,13
DAL,DEN,651,13
DAL,DTW,981,15
DAL,ECP,674,13
DAL,ELP,562,14
DAL,FAT,1325,13
DAL,FLL,1108,13
DAL,GEG,1486,14
DAL,HDN,779,12
DAL,HOU,239,13
DAL,HRL,458,15
DAL,IAH,216,12
DAL,IND,755,13
DAL,JAX,907,14
DAL,LAS,1067,13
DAL,LAX,1246,13
DAL,LBB,293,14
DAL,LGA,1381,12
DAL,LGB,1232,13
DAL,LIT,296,15
DAL,MAF,319,15
DAL,MCI,461,13
DAL,MCO,973,13
DAL,MDW,793,13
DAL,MEM,423,14
DAL,MIA,1109,11
DAL,MKE,850,13
DAL,MSP,853,14
DAL,MSY,436,14
DAL,MTJ,733,12
DAL,MYR,1038,13
DAL,OAK,1468,15
DAL,OMA,586,10
DAL,ONT,1200,16
DAL,ORD,798,12
DAL,ORF,1203,12
DAL,PBI,1091,14
DAL,PDX,1626,14
DAL,PHL,1295,11
DAL,PHX,879,13
DAL,PIT,1060,12
DAL,PNS,592,10
DAL,PSP,1137,14
DAL,PVD,1521,9
DAL,RDU,1052,13
DAL,RNO,1356,14
DAL,RSW,1005,13
DAL,SAN,1182,13
DAL,SAT,247,14
DAL,SAV,914,11
DAL,SDF,725,11
DAL,SEA,1670,14
DAL,SFO,1476,18
DAL,SJC,1450,18
DAL,SLC,999,12
DAL,SMF,1442,13
DAL,SNA,1216,13
DAL,SRQ,934,13
DAL,STL,546,13
DAL,TPA,917,13
DAL,TUL,238,15
DAL,TUS,824,14
DAL,VPS,630,11
DAY,ATL,432,11
DAY,CLT,370,11
DAY,DCA,391,10
DAY,DEN,1085,9
DAY,DFW,861,12
DAY,LGA,549,7
DAY,ORD,240,13
DAY,PGD,904,17
DAY,PHL,477,7
DAY,PIE,831,17
DAY,SFB,785,15
DCA,ACK,405,14
DCA,AGS,468,20
DCA,ALB,318,15
DCA,ATL,547,12
DCA,AUS,1315,17
DCA,AVL,384,13
DCA,BDL,313,13
DCA,BGR,590,14
DCA,BHM,653,14
DCA,BNA,562,13
DCA,BOS,399,13
DCA,BTR,985,19
DCA,BTV,437,12
DCA,BUF,296,15
DCA,CAE,408,17
DCA,CAK,274,19
DCA,CHA,523,20
DCA,CHS,444,14
DCA,CID,801,10
DCA,CLE,310,15
DCA,CLL,1235,11
DCA,CLT,331,12
DCA,CMH,323,13
DCA,CRW,249,20
DCA,CVG,411,16
DCA,DAB,705,8
DCA,DAL,1184,13
DCA,DAY,391,17
DCA,DEN,1476,13
DCA,DFW,1192,11
DCA,DSM,897,13
DCA,DTW,405,13
DCA,ECP,769,13
DCA,EWR,199,7
DCA,EYW,1023,8
DCA,FLL,899,12
DCA,GRR,524,14
DCA,GSO,248,17
DCA,GSP,396,17
DCA,HHH,501,8
DCA,HOU,1218,13
DCA,HPN,234,13
DCA,HSV,613,12
DCA,HYA,407,11
DCA,IAH,1208,12
DCA,ICT,1110,11
DCA,ILM,319,13
DCA,IND,500,14
DCA,JAN,860,20
DCA,JAX,634,13
DCA,JFK,213,12
DCA,LAN,479,15
DCA,LAS,2089,7
DCA,LAX,2311,9
DCA,LEX,414,21
DCA,LGA,214,14
DCA,LIT,888,18
DCA,MCI,949,13
DCA,MCO,759,12
DCA,MDW,601,12
DCA,MEM,762,14
DCA,MGM,693,15
DCA,MHT,406,14
DCA,MIA,919,13
DCA,MKE,634,12
DCA,MLB,769,8
DCA,MSN,707,15
DCA,MSP,931,12
DCA,MSY,969,12
DCA,MVY,383,12
DCA,MYR,372,13
DCA,OKC,1158,13
DCA,OMA,1012,13
DCA,ORD,612,12
DCA,ORF,142,13
DCA,PBI,857,10
DCA,PDX,2350,18
DCA,PHL,119,13
DCA,PHX,1979,10
DCA,PIT,204,15
DCA,PNS,816,13
DCA,PVD,356,12
DCA,PWM,482,14
DCA,RDU,227,15
DCA,ROC,296,15
DCA,RSW,892,8
DCA,SAV,519,11
DCA,SBN,528,16
DCA,SDF,474,14
DCA,SEA,2329,17
DCA,SFO,2442,17
DCA,SJU,1554,8
DCA,SLC,1851,17
DCA,SRQ,851,8
DCA,STL,719,14
DCA,SYR,298,15
DCA,TLH,716,20
DCA,TPA,814,11
DCA,TUL,1049,14
DCA,TVC,599,10
DCA,TYS,437,14
DCA,VPS,789,8
DCA,XNA,963,19
DDC,DEN,292,18
DDC,LBL,74,11
DEC,JLN,357,18
DEC,ORD,156,11
DEN,ABE,1539,12
DEN,ABQ,349,15
DEN,ACV,1026,11
DEN,ALB,1610,17
DEN,AMA,359,17
DEN,ANC,2405,19
DEN,ASE,125,13
DEN,ATL,1199,11
DEN,ATW,883,17
DEN,AUS,775,13
DEN,AVL,1248,10
DEN,BDL,1671,17
DEN,BFF,150,16
DEN,BFL,845,11
DEN,BHM,1083,17
DEN,BIH,760,11
DEN,BIL,455,15
DEN,BIS,516,13
DEN,BLI,1075,12
DEN,BMI,834,13
DEN,BNA,1014,13
DEN,BOI,649,15
DEN,BOS,1754,13
DEN,BTV,1639,10
DEN,BUF,1359,17
DEN,BUR,850,14
DEN,BWI,1491,12
DEN,BZN,524,13
DEN,CHS,1449,10
DEN,CID,692,16
DEN,CLE,1201,13
DEN,CLT,1337,11
DEN,CMH,1154,14
DEN,CNY,283,14
DEN,COD,391,15
DEN,COS,73,16
DEN,CPR,230,15
DEN,CVG,1069,10
DEN,CYS,90,21
DEN,DAL,651,13
DEN,DAY,1085,17
DEN,DCA,1476,9
DEN,DDC,292,8
DEN,DFW,641,12
DEN,DIK,488,20
DEN,DRO,251,13
DEN,DSM,589,14
DEN,DTW,1123,11
DEN,DVL,638,8
DEN,EAR,305,20
DEN,ECP,1250,10
DEN,EGE,120,13
DEN,ELP,563,14
DEN,EUG,996,19
DEN,EWR,1605,13
DEN,FAI,2430,19
DEN,FAR,627,13
DEN,FAT,844,15
DEN,FCA,752,13
DEN,FLL,1703,13
DEN,FSD,483,13
DEN,GCC,313,12
DEN,GEG,836,14
DEN,GJT,212,13
DEN,GRB,905,11
DEN,GRR,1015,11
DEN,GSO,1370,17
DEN,GSP,1278,10
DEN,GTF,623,11
DEN,GUC,152,11
DEN,HDN,141,13
DEN,HLN,594,11
DEN,HNL,3365,12
DEN,HOB,501,17
DEN,HOU,883,13
DEN,HRL,1023,10
DEN,HSV,1048,17
DEN,HYS,298,21
DEN,IAD,1452,13
DEN,IAH,862,13
DEN,ICT,420,17
DEN,IDA,458,15
DEN,IND,977,13
DEN,JAC,406,13
DEN,JAX,1447,15
DEN,JFK,1626,12
DEN,JLN,582,14
DEN,JMS,573,13
DEN,KOA,3329,12
DEN,LAR,113,16
DEN,LAS,628,14
DEN,LAX,862,13
DEN,LBB,456,17
DEN,LBF,228,15
DEN,LBL,280,14
DEN,LEX,1086,17
DEN,LGA,1620,11
DEN,LGB,854,13
DEN,LIH,3414,12
DEN,LIT,771,13
DEN,LNK,423,13
DEN,LWS,768,20
DEN,MAF,563,13
DEN,MCI,533,13
DEN,MCO,1546,10
DEN,MDW,895,13
DEN,MEM,872,15
DEN,MFR,964,11
DEN,MIA,1709,12
DEN,MKE,896,13
DEN,MLI,752,17
DEN,MOT,604,13
DEN,MRY,959,11
DEN,MSN,826,13
DEN,MSO,679,13
DEN,MSP,680,13
DEN,MSY,1062,13
DEN,MTJ,196,13
DEN,MYR,1485,10
DEN,OAK,957,14
DEN,OGG,3302,11
DEN,OKC,495,14
DEN,OMA,472,13
DEN,ONT,819,16
DEN,ORD,888,13
DEN,ORF,1553,17
DEN,OTH,1040,11
DEN,PBI,1679,9
DEN,PDX,991,15
DEN,PHL,1558,13
DEN,PHX,602,13
DEN,PIA,793,11
DEN,PIT,1290,14
DEN,PNS,1179,14
DEN,PRC,557,15
DEN,PSC,852,19
DEN,PSP,776,15
DEN,PVD,1737,13
DEN,PWM,1782,9
DEN,RAP,300,15
DEN,RDM,898,11
DEN,RDU,1436,15
DEN,RIC,1482,17
DEN,RIW,296,21
DEN,RKS,260,20
DEN,RNO,804,16
DEN,RSW,1607,11
DEN,SAF,303,11
DEN,SAN,853,13
DEN,SAT,794,13
DEN,SAV,1414,9
DEN,SBA,916,17
DEN,SBP,931,11
DEN,SDF,1024,15
DEN,SEA,1024,13
DEN,SFO,967,13
DEN,SGF,637,13
DEN,SGU,517,16
DEN,SHR,359,8
DEN,SHV,792,17
DEN,SJC,948,14
DEN,SJU,2733,9
DEN,SLC,391,14
DEN,SLN,383,21
DEN,SMF,909,13
DEN,SNA,846,13
DEN,SRQ,1531,9
DEN,STL,770,13
DEN,SUN,557,11
DEN,SUX,466,15
DEN,SYR,1492,17
DEN,TPA,1506,13
DEN,TUL,541,15
DEN,TUS,639,15
DEN,TVC,1032,9
DEN,TYS,1162,13
DEN,VEL,259,12
DEN,WYS,469,9
DEN,XNA,616,13
DEN,XWA,582,11
DFW,ABI,158,16
DFW,ABQ,569,14
DFW,ACT,89,17
DFW,AEX,285,16
DFW,AGS,874,12
DFW,ALB,1435,19
DFW,AMA,312,16
DFW,ANC,3043,15
DFW,ASE,701,10
DFW,ATL,731,12
DFW,ATW,908,19
DFW,AUS,190,15
DFW,AVL,848,13
DFW,BDL,1471,18
DFW,BFL,1271,19
DFW,BHM,597,15
DFW,BIL,1081,11
DFW,BIS,977,11
DFW,BMI,690,13
DFW,BNA,631,14
DFW,BOI,1272,12
DFW,BOS,1562,12
DFW,BPT,270,12
DFW,BRO,482,15
DFW,BTR,383,15
DFW,BTV,1510,10
DFW,BUF,1212,18
DFW,BUR,1231,10
DFW,BWI,1217,14
DFW,BZN,1163,10
DFW,CAE,922,13
DFW,CHA,695,14
DFW,CHS,987,14
DFW,CID,685,16
DFW,CLE,1021,15
DFW,CLL,164,16
DFW,CLT,936,12
DFW,CMH,926,14
DFW,CMI,693,13
DFW,COS,592,14
DFW,COU,490,15
DFW,CRP,354,16
DFW,CVG,812,16
DFW,DAB,981,12
DFW,DAY,861,15
DFW,DCA,1192,12
DFW,DEN,641,13
DFW,DRO,674,14
DFW,DSM,624,15
DFW,DTW,986,14
DFW,ECP,685,13
DFW,EGE,721,10
DFW,ELP,551,15
DFW,EUG,1606,19
DFW,EVV,642,15
DFW,EWR,1372,11
DFW,EYW,1089,12
DFW,FAR,968,12
DFW,FAT,1313,16
DFW,FAY,1051,19
DFW,FCA,1390,10
DFW,FLG,853,19
DFW,FLL,1119,13
DFW,FSD,737,14
DFW,FSM,227,16
DFW,FWA,859,14
DFW,GCK,404,13
DFW,GEG,1477,17
DFW,GGG,140,16
DFW,GJT,773,14
DFW,GNV,900,12
DFW,GPT,500,17
DFW,GRI,561,13
DFW,GRK,134,15
DFW,GRR,931,15
DFW,GSO,999,13
DFW,GSP,862,13
DFW,GUC,678,10
DFW,HDN,769,12
DFW,HNL,3784,11
DFW,HOU,247,14
DFW,HRL,461,14
DFW,HSV,603,15
DFW,IAD,1172,12
DFW,IAH,224,14
DFW,ICT,328,14
DFW,IDA,1095,11
DFW,ILM,1106,13
DFW,IND,761,15
DFW,JAC,1047,10
DFW,JAN,408,14
DFW,JAX,918,13
DFW,JFK,1391,12
DFW,LAS,1055,15
DFW,LAW,140,16
DFW,LAX,1235,14
DFW,LBB,282,16
DFW,LCH,295,16
DFW,LEX,785,16
DFW,LFT,351,15
DFW,LGA,1389,12
DFW,LIT,304,15
DFW,LRD,396,16
DFW,MAF,309,15
DFW,MCI,460,13
DFW,MCO,985,14
DFW,MDT,1231,19
DFW,MDW,797,13
DFW,MEM,431,14
DFW,MFE,469,16
DFW,MGM,622,15
DFW,MHK,431,14
DFW,MIA,1121,12
DFW,MKE,853,14
DFW,MLI,691,13
DFW,MLU,293,16
DFW,MOB,539,15
DFW,MRY,1430,10
DFW,MSN,821,14
DFW,MSO,1320,10
DFW,MSP,852,14
DFW,MSY,447,15
DFW,MTJ,722,10
DFW,MYR,1048,13
DFW,OGG,3711,11
DFW,OKC,175,15
DFW,OMA,583,13
DFW,ONT,1188,13
DFW,ORD,802,12
DFW,ORF,1212,14
DFW,PBI,1102,14
DFW,PDX,1616,15
DFW,PHL,1303,12
DFW,PHX,868,15
DFW,PIA,672,13
DFW,PIT,1067,13
DFW,PNS,604,13
DFW,PSP,1126,12
DFW,PVU,958,17
DFW,PWM,1622,10
DFW,RAP,835,14
DFW,RDM,1514,10
DFW,RDU,1061,14
DFW,RIC,1158,14
DFW,RNO,1345,12
DFW,ROW,435,15
DFW,RSW,1017,12
DFW,SAF,551,15
DFW,SAN,1171,14
DFW,SAT,247,15
DFW,SAV,925,15
DFW,SBA,1316,10
DFW,SBN,846,12
DFW,SBP,1360,10
DFW,SCE,1193,13
DFW,SDF,733,14
DFW,SEA,1660,13
DFW,SFO,1464,15
DFW,SGF,364,16
DFW,SGU,976,11
DFW,SHV,190,14
DFW,SJC,1438,11
DFW,SJT,229,16
DFW,SJU,2165,8
DFW,SLC,989,13
DFW,SMF,1431,17
DFW,SNA,1205,12
DFW,SPS,113,13
DFW,SRQ,945,12
DFW,STL,550,14
DFW,STS,1495,10
DFW,STT,2225,10
DFW,SWO,225,14
DFW,SYR,1336,19
DFW,TLH,767,14
DFW,TPA,929,13
DFW,TRI,868,12
DFW,TUL,237,14
DFW,TUS,813,14
DFW,TVC,1022,12
DFW,TXK,181,14
DFW,TYR,102,16
DFW,TYS,772,14
DFW,VPS,641,14
DFW,XNA,280,14
DFW,YUM,1022,11
DHN,ATL,170,11
DIK,DEN,488,10
DLG,ANC,329,11
DLH,MSP,144,10
DLH,ORD,397,11
DRO,DEN,251,13
DRO,DFW,674,12
DRO,PHX,351,11
DSM,ATL,743,11
DSM,ATW,321,16
DSM,AUS,813,18
DSM,AZA,1138,15
DSM,BNA,530,14
DSM,CLT,815,10
DSM,DCA,897,12
DSM,DEN,589,13
DSM,DFW,624,11
DSM,DTW,533,10
DSM,EWR,1017,8
DSM,FLL,1315,10
DSM,HOU,825,16
DSM,IAH,802,6
DSM,LAS,1216,12
DSM,LAX,1447,20
DSM,LGA,1031,7
DSM,MCO,1141,14
DSM,MIA,1327,6
DSM,MSP,232,11
DSM,ORD,299,11
DSM,PDX,1471,7
DSM,PGD,1206,15
DSM,PHX,1150,14
DSM,PIE,1126,8
DSM,SAN,1428,14
DSM,SFB,1124,13
DSM,SNA,1429,7
DSM,SRQ,1160,7
DSM,STL,259,6
DSM,VPS,860,9
DTW,AGS,615,10
DTW,ALB,489,14
DTW,ANC,2986,18
DTW,APN,198,14
DTW,ATL,594,12
DTW,ATW,296,16
DTW,AUS,1149,13
DTW,AZO,113,16
DTW,BDL,549,14
DTW,BGM,378,18
DTW,BHM,625,15
DTW,BNA,456,13
DTW,BOS,632,13
DTW,BTV,537,14
DTW,BUF,241,15
DTW,BWI,409,14
DTW,CHA,505,14
DTW,CHS,667,14
DTW,CID,430,8
DTW,CIU,284,17
DTW,CLE,95,16
DTW,CLT,500,13
DTW,CMH,155,14
DTW,CVG,229,15
DTW,DAB,908,8
DTW,DAL,981,10
DTW,DCA,405,10
DTW,DEN,1123,12
DTW,DFW,986,12
DTW,DSM,533,16
DTW,ELM,332,17
DTW,ESC,306,15
DTW,EWR,488,12
DTW,FLL,1127,12
DTW,FWA,128,20
DTW,GRB,287,16
DTW,GRR,120,16
DTW,GSO,460,20
DTW,GSP,508,15
DTW,HNL,4475,10
DTW,HOU,1092,13
DTW,HPN,505,14
DTW,HSV,554,12
DTW,IAD,383,15
DTW,IAH,1075,12
DTW,IMT,344,19
DTW,IND,231,15
DTW,JAX,813,8
DTW,JFK,509,12
DTW,LAN,74,16
DTW,LAS,1749,16
DTW,LAX,1979,15
DTW,LEX,296,16
DTW,LGA,502,12
DTW,MBS,98,16
DTW,MCI,629,15
DTW,MCO,957,12
DTW,MDT,371,16
DTW,MDW,228,12
DTW,MEM,610,15
DTW,MIA,1145,12
DTW,MKE,237,15
DTW,MQT,349,14
DTW,MSN,311,16
DTW,MSP,528,12
DTW,MSY,926,9
DTW,MYR,636,10
DTW,OAK,2068,19
DTW,OMA,651,15
DTW,ORD,235,11
DTW,ORF,529,14
DTW,PBI,1086,10
DTW,PDX,1953,8
DTW,PHL,453,13
DTW,PHX,1671,14
DTW,PIT,201,16
DTW,PLN,243,15
DTW,PVD,615,15
DTW,PWM,668,16
DTW,RDU,501,15
DTW,RIC,456,15
DTW,ROC,296,16
DTW,RSW,1084,12
DTW,SAN,1956,12
DTW,SAT,1214,12
DTW,SAV,705,10
DTW,SBN,157,20
DTW,SDF,306,16
DTW,SEA,1927,16
DTW,SFO,2079,13
DTW,SJU,1930,9
DTW,SLC,1481,12
DTW,SMF,2013,20
DTW,SNA,1960,8
DTW,SRQ,1022,10
DTW,STL,440,15
DTW,SYR,374,15
DTW,TPA,983,12
DTW,TVC,207,16
DTW,TYS,443,19
DTW,XNA,715,15
DVL,DEN,638,18
DVL,JMS,83,12
EAR,DEN,305,6
EAU,ORD,269,5
ECP,ATL,240,11
ECP,AUS,710,12
ECP,BNA,401,12
ECP,BOS,1165,12
ECP,BWI,798,16
ECP,CLT,437,12
ECP,DAL,674,12
ECP,DCA,769,15
ECP,DEN,1250,15
ECP,DFW,685,11
ECP,HOU,570,11
ECP,IAH,572,6
ECP,IND,646,14
ECP,MCI,797,12
ECP,MDW,795,13
ECP,ORD,810,14
ECP,PHL,886,11
ECP,STL,634,13
EGE,ATL,1312,13
EGE,AUS,836,10
EGE,DEN,120,13
EGE,DFW,721,12
EGE,EWR,1725,12
EGE,IAH,934,12
EGE,JFK,1746,11
EGE,LAX,748,17
EGE,MIA,1810,12
EGE,ORD,1007,13
EGE,PHX,513,15
EGE,SAN,745,17
EGE,SEA,940,18
EGE,SFO,847,15
EKO,SLC,200,6
ELM,DTW,332,6
ELM,PGD,1090,10
ELM,PIE,1035,14
ELM,SFB,954,17
ELP,ATL,1282,13
ELP,AUS,528,11
ELP,DAL,562,11
ELP,DEN,563,14
ELP,DFW,551,9
ELP,HOU,677,11
ELP,IAH,667,14
ELP,LAS,583,13
ELP,LAX,715,12
ELP,LGB,699,13
ELP,MCO,1516,14
ELP,MDW,1237,11
ELP,ONT,670,10
ELP,ORD,1236,12
ELP,PHX,347,12
ELP,SAN,636,13
ELP,SAT,496,14
ESC,DTW,306,15
ESC,MSP,304,11
EUG,AUS,1694,10
EUG,AZA,971,12
EUG,BUR,732,15
EUG,CMH,2072,11
EUG,DEN,996,7
EUG,DFW,1606,5
EUG,IND,1911,10
EUG,LAS,700,13
EUG,LAX,748,16
EUG,OAK,445,6
EUG,PHX,952,13
EUG,SAN,850,11
EUG,SEA,234,11
EUG,SFO,451,13
EUG,SJC,471,15
EUG,SLC,618,12
EUG,SMF,384,12
EUG,SNA,776,13
EVV,ATL,350,11
EVV,CLT,414,18
EVV,DFW,642,11
EVV,PIE,752,14
EVV,SFB,734,16
EVV,VPS,524,14
EWN,CLT,221,19
EWR,ALB,143,18
EWR,ANC,3370,15
EWR,ATL,746,13
EWR,ATW,772,11
EWR,AUS,1504,13
EWR,AVL,583,11
EWR,BGR,393,16
EWR,BNA,748,15
EWR,BOS,200,14
EWR,BQN,1585,19
EWR,BTV,266,14
EWR,BUF,282,16
EWR,BZN,1882,7
EWR,CHS,628,10
EWR,CLE,404,15
EWR,CLT,529,11
EWR,CMH,463,15
EWR,CVG,569,14
EWR,DCA,199,8
EWR,DEN,1605,14
EWR,DFW,1372,12
EWR,DSM,1017,12
EWR,DTW,488,13
EWR,EGE,1725,8
EWR,EYW,1196,10
EWR,FLL,1065,12
EWR,GRR,605,14
EWR,GSO,445,16
EWR,GSP,594,14
EWR,HDN,1728,7
EWR,HHH,687,9
EWR,HNL,4962,8
EWR,IAD,212,18
EWR,IAH,1400,12
EWR,ILM,488,12
EWR,IND,645,15
EWR,ITH,172,16
EWR,JAC,1874,10
EWR,JAX,820,12
EWR,LAS,2227,12
EWR,LAX,2454,14
EWR,MCI,1092,16
EWR,MCO,937,12
EWR,MDT,141,18
EWR,MEM,946,18
EWR,MHT,209,10
EWR,MIA,1085,11
EWR,MKE,725,16
EWR,MSN,799,21
EWR,MSP,1008,14
EWR,MSY,1167,13
EWR,MTJ,1795,11
EWR,MYR,550,11
EWR,OAK,2555,17
EWR,OGG,4904,15
EWR,OMA,1134,11
EWR,ORD,719,13
EWR,ORF,284,14
EWR,PBI,1023,12
EWR,PDX,2434,17
EWR,PHL,80,18
EWR,PHX,2133,11
EWR,PIT,319,16
EWR,PVD,160,15
EWR,PWM,284,16
EWR,RDU,416,14
EWR,RIC,277,8
EWR,RNO,2390,8
EWR,ROC,246,21
EWR,RSW,1068,14
EWR,SAN,2425,16
EWR,SAT,1569,12
EWR,SAV,708,11
EWR,SBN,637,12
EWR,SDF,642,17
EWR,SEA,2402,16
EWR,SFO,2565,13
EWR,SJU,1608,10
EWR,SLC,1969,10
EWR,SMF,2500,19
EWR,SNA,2434,13
EWR,SRQ,1034,13
EWR,STL,872,14
EWR,STT,1634,7
EWR,SYR,195,21
EWR,TPA,997,14
EWR,TYS,631,10
EWR,VPS,988,11
EYW,ATL,646,13
EYW,AVL,751,15
EYW,BNA,849,14
